# We charge an empty 20 cell (24V) battery, same as the
# real one we'll be using.  The temperatures seem wrong on the 
# high-side, cause it says its approx. 120F, but it's far too
# hot to touch.  Seems like different temperature sensors
# are giving us very different values.
# 
# The anomoly at 22:42.39 is caused by me realizing that the
# desktop power-supply won't be sufficient to charge the 24V
# battery, so I switched to the giant 32V brick.

23:01.23 E:  0,B:238,B:29.50V@2.03,D:31.22V@1.97,T:23.2
23:01.33 E:  0,B:238,B:29.50V@2.03,D:31.22V@1.97,T:23.3
23:01.43 E:  0,B:238,B:29.50V@2.03,D:31.22V@1.97,T:23.3
23:01.53 E:  0,B:238,B:29.50V@2.03,D:31.22V@1.97,T:23.3
23:02.03 E:  0,B:238,B:29.50V@2.03,D:31.22V@1.97,T:23.3
23:02.13 E:  0,B:238,B:29.50V@2.03,D:31.22V@1.97,T:23.3
23:02.23 E:  0,B:238,B:29.50V@2.04,D:31.22V@1.97,T:23.3
23:02.33 E:  0,B:238,B:29.50V@2.04,D:31.22V@1.97,T:23.4
23:02.43 E:  0,B:238,B:29.49V@2.02,D:31.22V@1.95,T:23.4
23:02.53 E:  0,B:238,B:29.49V@2.03,D:31.22V@1.96,T:23.4
23:03.03 E:  0,B:238,B:29.50V@2.03,D:31.22V@1.97,T:23.4
23:03.13 E:  0,B:238,B:29.50V@2.03,D:31.22V@1.97,T:23.4
23:03.23 E:  0,B:238,B:29.51V@2.02,D:31.22V@1.95,T:23.5
23:03.33 E:  0,B:238,B:29.50V@2.03,D:31.22V@1.96,T:23.5
23:03.43 E:  0,B:238,B:29.50V@2.03,D:31.22V@1.96,T:23.5
23:03.53 E:  0,B:238,B:29.51V@2.01,D:31.22V@1.95,T:23.5
23:04.03 E:  0,B:238,B:29.50V@2.02,D:31.22V@1.96,T:23.5
23:04.13 E:  0,B:238,B:29.50V@2.04,D:31.22V@1.96,T:23.6
23:04.23 E:  0,B:238,B:29.51V@2.03,D:31.22V@1.95,T:23.6
23:04.33 E:  0,B:238,B:29.50V@2.03,D:31.22V@1.96,T:23.6
23:04.43 E:  0,B:238,B:29.50V@2.02,D:31.22V@1.96,T:23.6
23:04.53 E:  0,B:238,B:29.50V@2.02,D:31.22V@1.95,T:23.6
